Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct
5af1a4bc6e136b0001411714,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,4.4275,5.0,3.3806,right,3.251,2.0,1.8122,1.0,0
5af1a4bc6e136b0001411714,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,3.0636,1.0,2.8644,right,1.8738,1.0,1.9894,3.0,1
5af1a4bc6e136b0001411714,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,3.3166,1.0,2.8134,right,2.4337,2.0,2.8452,3.0,1
5af1a4bc6e136b0001411714,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,3.075,7.0,2.8728,right,1.7058,1.0,1.5381,3.0,1
5af1a4bc6e136b0001411714,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,4.2923,1.0,2.4853,left,1.5322,7.0,1.7466,3.0,1
5af1a4bc6e136b0001411714,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.6175,4.0,3.1743,left,1.4059,6.0,1.5715,0.0,1
5af1a4bc6e136b0001411714,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,2.6183,4.0,2.163,right,2.2346,2.0,1.8379,0.0,1
5af1a4bc6e136b0001411714,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,7.585,4.0,3.5208,right,1.8137,1.0,1.2365,0.0,1
5af1a4bc6e136b0001411714,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,6.2973,4.0,3.115,right,1.7243,1.0,1.4459,0.0,0
5af1a4bc6e136b0001411714,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.0265,4.0,2.1814,left,2.9204,6.0,1.6615,0.0,1
5af1a4bc6e136b0001411714,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.2507,4.0,2.1496,right,1.2684,1.0,1.6143,0.0,1
5af1a4bc6e136b0001411714,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,2.6667,1.0,2.8151,right,2.3727,1.0,1.5209,3.0,1
5af1a4bc6e136b0001411714,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,39.6738,4.0,3.9701,right,1.9485,1.0,1.3868,0.0,1
5af1a4bc6e136b0001411714,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,21.727,4.0,3.3143,left,1.7688,5.0,1.513,0.0,1
5af1a4bc6e136b0001411714,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,11.0333,4.0,2.0335,right,2.9605,1.0,1.434,0.0,1
5af1a4bc6e136b0001411714,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,4.9396,4.0,13.1941,right,8.4149,1.0,1.296,0.0,1
5af1a4bc6e136b0001411714,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,2.7818,1.0,2.9309,right,1.222,1.0,1.2881,3.0,1
5af1a4bc6e136b0001411714,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,9.248,1.0,2.4066,right,17.1566,5.0,4.8872,3.0,0
5af1a4bc6e136b0001411714,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,12.4895,7.0,2.8765,right,3.1199,1.0,2.1707,3.0,0
5af1a4bc6e136b0001411714,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,5.765,1.0,3.8126,right,4.4009,1.0,1.3129,3.0,1
5af1a4bc6e136b0001411714,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,11.8947,4.0,2.5807,right,2.1491,1.0,1.2717,0.0,1
5af1a4bc6e136b0001411714,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,26.0573,4.0,5.4553,right,1.535,1.0,1.0557,0.0,1
5af1a4bc6e136b0001411714,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,5.8349,1.0,2.6387,right,0.9812,1.0,1.0959,3.0,1
5af1a4bc6e136b0001411714,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,6.4362,7.0,2.7721,right,2.8295,1.0,1.4297,3.0,1
5af1a4bc6e136b0001411714,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,16.9973,1.0,2.7801,right,7.2091,1.0,1.2047,3.0,1
5af1a4bc6e136b0001411714,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,3.6997,7.0,3.2384,left,2.8136,7.0,1.671,3.0,0
5af1a4bc6e136b0001411714,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,75.688,1.0,4.6318,left,1.7404,7.0,1.2549,3.0,1
5af1a4bc6e136b0001411714,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,4.4461,1.0,2.0635,right,1.5207,1.0,1.2718,3.0,1
5af1a4bc6e136b0001411714,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,3.3574,1.0,2.1882,left,1.3549,7.0,1.37,3.0,0
5af1a4bc6e136b0001411714,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,3.3325,7.0,4.072,right,2.2306,1.0,1.7705,3.0,0
5af1a4bc6e136b0001411714,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,6.6497,7.0,2.2971,left,77.4697,5.0,1.7042,3.0,0
5af1a4bc6e136b0001411714,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,19.9186,1.0,2.1044,left,2.5484,7.0,1.3781,3.0,1
5af1a4bc6e136b0001411714,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,2.8754,7.0,2.065,right,1.8552,1.0,0.8365,3.0,1
5af1a4bc6e136b0001411714,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,8.8039,4.0,3.2083,right,1.155,1.0,1.5949,0.0,1
5af1a4bc6e136b0001411714,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,4.9079,1.0,3.0873,right,1.192,1.0,1.4632,3.0,0
5af1a4bc6e136b0001411714,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,102.5042,1.0,4.1806,right,1.5314,1.0,1.0607,3.0,0
5af1a4bc6e136b0001411714,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,5.8163,7.0,2.8635,right,1.2571,1.0,1.1379,3.0,1
5af1a4bc6e136b0001411714,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,6.5816,1.0,2.197,right,1.3515,1.0,1.3705,3.0,1
5af1a4bc6e136b0001411714,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,6.1652,1.0,3.0287,right,4.184,1.0,1.496,3.0,1
5af1a4bc6e136b0001411714,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.1515,1.0,1.6054,right,1.0888,1.0,0.9306,3.0,1
5af1a4bc6e136b0001411714,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,1.9008,1.0,1.5975,right,1.2836,1.0,0.9882,3.0,1
5af1a4bc6e136b0001411714,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.0419,1.0,1.3386,right,1.1819,1.0,0.9064,3.0,1
5af1a4bc6e136b0001411714,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,2.5749,1.0,2.3154,right,0.8228,1.0,0.9324,3.0,0
5af1a4bc6e136b0001411714,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,2.602,4.0,2.3461,right,0.8851,1.0,1.6048,0.0,0
5af1a4bc6e136b0001411714,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,4.017,7.0,5.474,right,1.3542,1.0,1.6373,3.0,1
5af1a4bc6e136b0001411714,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,2.2211,1.0,2.4804,right,0.9657,1.0,0.9735,3.0,1
5af1a4bc6e136b0001411714,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,7.6752,2.0,3.9636,right,1.4329,1.0,1.089,2.0,0
5af1a4bc6e136b0001411714,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,6.1924,1.0,2.5483,right,1.1817,1.0,0.998,3.0,1
5af1a4bc6e136b0001411714,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,2.3345,1.0,2.621,right,1.0655,1.0,0.9225,3.0,1
5af1a4bc6e136b0001411714,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.4076,1.0,2.6467,right,1.2471,1.0,1.03,3.0,1
5af1a4bc6e136b0001411714,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,3.6327,7.0,2.414,left,3.2024,5.0,1.2962,3.0,1
5af1a4bc6e136b0001411714,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,2.6166,1.0,1.858,right,1.3634,2.0,1.6757,3.0,0
5af1a4bc6e136b0001411714,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.7914,1.0,1.7402,right,1.2837,1.0,0.903,3.0,1
5af1a4bc6e136b0001411714,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,4.2076,1.0,2.7893,right,0.901,1.0,1.1025,3.0,1
5af1a4bc6e136b0001411714,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,3.65,1.0,1.7734,right,1.1182,3.0,1.8215,3.0,1
5af1a4bc6e136b0001411714,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,4.8647,3.0,4.1206,right,1.3159,2.0,1.1623,1.0,1
5af1a4bc6e136b0001411714,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.1591,1.0,1.723,right,1.0375,1.0,0.855,3.0,0
5af1a4bc6e136b0001411714,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,3.255,7.0,1.7556,right,1.3349,1.0,1.0207,3.0,1
5af1a4bc6e136b0001411714,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,3.433,1.0,2.1919,left,2.0292,5.0,0.9808,3.0,0
5af1a4bc6e136b0001411714,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,1.8912,1.0,2.6466,right,1.0415,1.0,1.0377,3.0,1
5af1a4bc6e136b0001411714,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,3.6908,7.0,5.6541,right,1.0903,4.0,1.1205,3.0,0
5af1a4bc6e136b0001411714,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,54.4351,2.0,2.6171,right,1.2349,2.0,2.1955,2.0,1
5af1a4bc6e136b0001411714,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,25.1446,7.0,2.4306,right,1.7957,1.0,2.9291,3.0,1
5af1a4bc6e136b0001411714,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,2.0331,1.0,2.1949,right,1.1667,2.0,3.6883,3.0,1
5af1a4bc6e136b0001411714,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,3.9249,7.0,2.1992,right,1.91,1.0,1.0223,3.0,1
5af1a4bc6e136b0001411714,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,7.4142,7.0,1.9576,right,2.2315,2.0,2.0201,3.0,1
5af1a4bc6e136b0001411714,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,8.257,1.0,2.2739,right,5.1782,1.0,3.2789,3.0,0
5af1a4bc6e136b0001411714,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,3.391,4.0,1.9399,right,1.4829,3.0,2.8887,0.0,0
5af1a4bc6e136b0001411714,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,3.1918,6.0,3.9899,right,1.2145,3.0,1.6376,2.0,1
5af1a4bc6e136b0001411714,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,2.9655,1.0,2.2316,left,3.6009,6.0,1.5557,3.0,1
5af1a4bc6e136b0001411714,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,1.9578,1.0,3.631,left,1.5055,7.0,1.7962,3.0,1
5af1a4bc6e136b0001411714,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,5.397,1.0,2.0308,right,7.6121,2.0,2.058,3.0,1
5af1a4bc6e136b0001411714,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,4.8761,7.0,2.1051,right,2.5817,1.0,1.4139,3.0,1
5af1a4bc6e136b0001411714,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,4.3247,4.0,4.2968,left,2.6128,5.0,1.0891,0.0,1
5af1a4bc6e136b0001411714,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,5.1895,4.0,2.6828,left,4.7296,5.0,1.2291,0.0,0
5af1a4bc6e136b0001411714,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,1.6509,7.0,1.9894,right,1.8658,2.0,1.4057,3.0,1
5af1a4bc6e136b0001411714,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,4.6916,7.0,4.6861,left,2.0873,5.0,1.2646,3.0,1
5af1a4bc6e136b0001411714,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,4.6,1.0,1.8398,right,1.9515,3.0,1.3796,3.0,0
5af1a4bc6e136b0001411714,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,2.7065,6.0,3.5064,left,2.624,6.0,1.5463,2.0,0
5af1a4bc6e136b0001411714,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,21.0772,7.0,5.4409,right,70.1685,1.0,2.9919,3.0,1
5af1a4bc6e136b0001411714,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,54.678,6.0,4.6143,right,3.7217,6.0,3.2132,2.0,1
5af1a4bc6e136b0001411714,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,169.0172,7.0,2.1705,right,1.7244,1.0,1.0194,3.0,1
5af1a4bc6e136b0001411714,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.1988,1.0,1.5311,right,2.1209,1.0,0.9548,3.0,0
5af1a4bc6e136b0001411714,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,2.4337,1.0,1.6232,right,0.8644,1.0,1.0626,3.0,1
5af1a4bc6e136b0001411714,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,3.2251,1.0,1.7211,right,1.066,6.0,3.2942,3.0,1
5af1a4bc6e136b0001411714,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,2.1586,1.0,1.6314,right,1.1671,1.0,0.9645,3.0,1
5c5ca0ce4ee81200018eaf51,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,6.0593,7.0,3.7816,right,2.2678,1.0,3.6296,3.0,0
5c5ca0ce4ee81200018eaf51,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,9.8496,5.0,11.9886,left,2.5453,5.0,5.0945,1.0,1
5c5ca0ce4ee81200018eaf51,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,8.7098,6.0,10.0246,right,5.9175,1.0,3.4472,2.0,1
5c5ca0ce4ee81200018eaf51,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,7.3438,2.0,8.0085,left,2.2317,2.0,3.4958,2.0,1
5c5ca0ce4ee81200018eaf51,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,9.7403,5.0,9.6408,right,2.4807,1.0,2.6792,1.0,1
5c5ca0ce4ee81200018eaf51,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,23.4113,6.0,5.0954,right,1.6137,1.0,3.6146,2.0,1
5c5ca0ce4ee81200018eaf51,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,2.371,7.0,9.8244,left,3.2629,2.0,2.2299,3.0,0
5c5ca0ce4ee81200018eaf51,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,2.7897,5.0,9.1584,left,2.6038,3.0,2.4308,1.0,1
5c5ca0ce4ee81200018eaf51,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,5.0607,7.0,8.2419,left,2.2904,2.0,2.428,3.0,1
5c5ca0ce4ee81200018eaf51,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,4.5155,3.0,8.4251,right,3.0239,1.0,4.7949,1.0,1
5c5ca0ce4ee81200018eaf51,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,7.9502,5.0,6.8101,left,2.731,2.0,4.2277,1.0,1
5c5ca0ce4ee81200018eaf51,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,2.7696,4.0,5.7102,left,2.2318,2.0,2.3467,0.0,0
5c5ca0ce4ee81200018eaf51,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,3.747,3.0,8.176,right,2.0167,1.0,2.4133,1.0,1
5c5ca0ce4ee81200018eaf51,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,3.0174,2.0,2.9975,left,1.7299,6.0,4.1786,2.0,1
5c5ca0ce4ee81200018eaf51,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,4.997,2.0,4.8114,right,2.5922,1.0,5.11,2.0,1
5c5ca0ce4ee81200018eaf51,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,5.3202,1.0,5.3612,right,1.7503,1.0,5.7603,3.0,1
5c5ca0ce4ee81200018eaf51,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,2.9674,2.0,5.6945,left,2.0801,6.0,2.514,2.0,0
5c5ca0ce4ee81200018eaf51,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,2.6461,1.0,18.0674,left,4.2065,2.0,2.8604,3.0,0
5c5ca0ce4ee81200018eaf51,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,4.3831,2.0,8.026,right,4.74,1.0,2.8265,2.0,1
5c5ca0ce4ee81200018eaf51,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.4832,4.0,4.9279,left,1.9209,4.0,0.7477,0.0,1
5c5ca0ce4ee81200018eaf51,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,10.4251,3.0,6.5264,left,2.887,5.0,2.2132,1.0,1
5c5ca0ce4ee81200018eaf51,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,6.5449,6.0,6.2105,left,1.6975,5.0,2.7459,2.0,0
5c5ca0ce4ee81200018eaf51,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,2.7997,6.0,20.0327,right,2.2319,1.0,3.0133,2.0,1
5c5ca0ce4ee81200018eaf51,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,3.952,7.0,2.5138,right,3.3402,1.0,2.8961,3.0,1
5c5ca0ce4ee81200018eaf51,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,52.3914,6.0,4.363,right,1.7027,1.0,1.864,2.0,1
5c5ca0ce4ee81200018eaf51,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,7.2781,6.0,4.329,right,2.1032,1.0,2.0464,2.0,1
5c5ca0ce4ee81200018eaf51,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,6.3275,3.0,3.863,left,1.4814,2.0,3.0124,1.0,0
5c5ca0ce4ee81200018eaf51,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,5.9002,6.0,5.478,right,2.0847,1.0,2.18,2.0,1
5c5ca0ce4ee81200018eaf51,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,3.7805,2.0,4.2623,right,2.6205,1.0,2.1475,2.0,1
5c5ca0ce4ee81200018eaf51,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,18.7066,5.0,5.3949,left,1.5469,6.0,2.247,1.0,1
5c5ca0ce4ee81200018eaf51,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,4.8959,1.0,5.3945,right,3.2645,1.0,2.0638,3.0,1
5c5ca0ce4ee81200018eaf51,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,3.412,2.0,5.5122,left,1.5214,6.0,4.7953,2.0,1
5c5ca0ce4ee81200018eaf51,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,6.394,2.0,5.8438,left,1.4044,2.0,2.1476,2.0,1
5c5ca0ce4ee81200018eaf51,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,4.8494,3.0,5.5608,right,3.035,1.0,9.0581,1.0,1
5c5ca0ce4ee81200018eaf51,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,6.5906,2.0,5.2942,right,4.4207,1.0,1.9646,2.0,0
5c5ca0ce4ee81200018eaf51,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,3.9234,2.0,4.6281,right,1.9974,1.0,2.7297,2.0,1
5c5ca0ce4ee81200018eaf51,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,2.0605,1.0,2.9797,right,2.0065,1.0,2.8629,3.0,1
5c5ca0ce4ee81200018eaf51,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,9.2504,7.0,3.8121,right,2.845,1.0,1.6642,3.0,1
5c5ca0ce4ee81200018eaf51,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,6.626,5.0,18.6836,left,1.8813,6.0,2.8459,1.0,1
5c5ca0ce4ee81200018eaf51,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.3203,7.0,3.0132,left,1.4693,3.0,4.3957,3.0,1
5c5ca0ce4ee81200018eaf51,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,4.5927,2.0,3.5297,right,5.5718,1.0,4.3771,2.0,1
5c5ca0ce4ee81200018eaf51,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,7.5586,3.0,6.6439,right,1.9031,1.0,1.7806,1.0,1
5c5ca0ce4ee81200018eaf51,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,12.5913,4.0,4.9621,left,2.2154,6.0,2.5803,0.0,1
5c5ca0ce4ee81200018eaf51,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,3.3634,2.0,7.96,left,1.3961,5.0,1.9805,2.0,1
5c5ca0ce4ee81200018eaf51,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.9386,2.0,3.7794,left,4.7272,2.0,2.2462,2.0,0
5c5ca0ce4ee81200018eaf51,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,3.8024,7.0,4.895,right,2.1671,1.0,2.6297,3.0,1
5c5ca0ce4ee81200018eaf51,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.6142,1.0,4.1464,right,2.3443,1.0,2.3139,3.0,1
5c5ca0ce4ee81200018eaf51,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,2.2287,1.0,5.145,left,2.4284,6.0,2.9461,3.0,1
5c5ca0ce4ee81200018eaf51,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,8.9854,5.0,27.5096,left,1.7797,2.0,3.0133,1.0,0
5c5ca0ce4ee81200018eaf51,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,3.7822,7.0,7.4101,right,2.7985,1.0,2.0638,3.0,1
5c5ca0ce4ee81200018eaf51,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,2.8982,1.0,3.5293,right,2.5438,1.0,2.2471,3.0,1
