ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct,key_resp_sentence.rt_winsor,slider_relatedness_responseTime_winsor,key_resp_IsItJoke.rt_winsor,slider_IsItFunny_responseTime_winsor,N_correct
5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,3.7760800000000003,6.3,2.6129100000000003,1.33523,1.5,1.53664,2.3,1.0,3.7760800000000003,2.6129100000000003,1.3831669999999998,1.53664,10
32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,5.7225777777777775,6.0,2.877711111111111,1.833711111111111,4.111111111111111,1.5001888888888888,2.0,1.0,4.463067777777777,2.888643888888889,1.8631094444444445,1.5260777777777779,9
11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,2.8927428571428573,4.714285714285714,2.369942857142857,1.9604,1.0,1.4971,1.5714285714285714,1.0,2.9851128571428576,2.4026564285714285,1.9665121428571428,1.4971,7
3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,3.18921,6.3,2.82748,1.6616700000000002,1.2,1.4327,2.3,1.0,3.2271895,2.82748,1.6755570000000002,1.4327,10
38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,3.50405,4.375,4.6515875,1.8713375,4.0,1.5965125,1.125,1.0,3.50405,4.6515875,1.8114674999999998,1.5965125,8
35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,3.8278166666666666,4.0,3.2632833333333333,1.4238166666666665,3.5,1.8606166666666668,1.0,1.0,3.8278166666666666,3.2632833333333333,1.4238166666666665,1.9015166666666667,6
16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,3.9415125,5.0,2.93795,1.5738625,1.0,1.2171375,2.0,1.0,4.0353731250000004,2.93795,1.596060625,1.2171375,8
4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,4.53348,6.6,2.90476,8.36131,1.1,2.24079,2.6,1.0,3.6317605,2.90476,1.8134655,2.0729204999999995,10
7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,9.596375,5.625,3.091,1.7843,1.875,1.7612,1.625,1.0,4.287812499999999,3.091,1.78664625,1.7737500000000002,8
13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,22.150066666666667,6.222222222222222,2.6412999999999998,1.2919666666666667,1.1111111111111112,1.4089555555555555,2.2222222222222223,1.0,4.692512222222222,2.6412999999999998,1.2919666666666667,1.4089555555555555,9
37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,2.485175,4.5,2.2769125,1.3081375,3.75,1.6362625,0.5,1.0,2.549249375,2.29544875,1.316260625,1.7175125,8
20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,2.458277777777778,2.5555555555555554,2.9182,1.0585,1.3333333333333333,2.5676888888888887,1.8888888888888888,1.0,2.4632549999999998,2.9182,1.10213,1.8021783333333328,9
8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,3.3122299999999996,1.6,2.25159,1.5603500000000001,1.6,1.53545,2.4,1.0,3.3122299999999996,2.25159,1.5632085,1.53716,10
6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,5.164689999999999,1.6,2.35678,1.15863,1.1,1.3907,2.4,1.0,4.586701499999999,2.3665195,1.204377,1.3907,10
