Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,key_resp_relatedness.keys,key_resp_relatedness.rt,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,Correct
5d8b66f5d189bd001a378273,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,3.9343,right,1.7817,left,1.2393,2.0,1.8285,1
5d8b66f5d189bd001a378273,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.4996,left,1.5593,left,1.2162,3.0,1.2562,0
5d8b66f5d189bd001a378273,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,4.1694,left,0.9723,left,1.0581,3.0,1.4788,1
5d8b66f5d189bd001a378273,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,2.7027,left,0.9904,right,1.408,1.0,2.2388,1
5d8b66f5d189bd001a378273,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,2.746,left,1.5879,right,1.1758,1.0,2.4079,1
5d8b66f5d189bd001a378273,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,3.155,right,1.5817,right,1.202,1.0,2.0612,1
5d8b66f5d189bd001a378273,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,3.2122,right,0.8113,left,1.6143,3.0,2.7654,1
5d8b66f5d189bd001a378273,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.5923,right,1.3701,left,1.0784,2.0,2.0867,1
5d8b66f5d189bd001a378273,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,5.4981,left,0.9365,right,1.6313,1.0,1.9842,1
5d8b66f5d189bd001a378273,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,5.0953,left,1.7673,left,1.4405,2.0,1.6402,0
5d8b66f5d189bd001a378273,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,2.4229,right,1.1926,left,1.0233,3.0,1.8374,1
5d8b66f5d189bd001a378273,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,3.503,right,3.044,left,1.0905,3.0,1.9461,1
5d8b66f5d189bd001a378273,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,4.5426,right,1.2289,left,1.3093,2.0,1.5874,0
5d8b66f5d189bd001a378273,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,4.8737,right,2.4389,left,3.0499,2.0,5.8021,0
5d8b66f5d189bd001a378273,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,3.7214,left,1.594,right,1.2727,1.0,2.672,1
5d8b66f5d189bd001a378273,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,1.9892,left,1.5938,left,1.2061,5.0,1.4433,1
5d8b66f5d189bd001a378273,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,4.6302,right,1.9833,right,1.0518,1.0,2.3746,1
5d8b66f5d189bd001a378273,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,4.9532,right,2.7163,right,1.0534,1.0,3.1089,1
5d8b66f5d189bd001a378273,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.1925,left,1.4041,right,1.2745,1.0,3.3341,1
5d8b66f5d189bd001a378273,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,2.4316,right,2.1441,left,1.2466,2.0,2.032,1
5d8b66f5d189bd001a378273,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,1.8049,left,1.4902,left,1.038,2.0,1.6838,1
5d8b66f5d189bd001a378273,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,2.7073,left,1.2054,right,1.879,1.0,2.8866,1
5d8b66f5d189bd001a378273,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,3.66,left,1.8943,left,4.8171,4.0,2.0908,0
5d8b66f5d189bd001a378273,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,12.7625,right,1.424,left,2.0515,4.0,1.4351,0
5d8b66f5d189bd001a378273,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,3.4261,left,2.2055,right,2.4915,1.0,2.9226,1
5d8b66f5d189bd001a378273,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,12.2149,right,3.036,right,1.9552,1.0,2.1531,1
5d8b66f5d189bd001a378273,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,2.6886,left,1.0317,right,1.6816,1.0,2.5554,1
5d8b66f5d189bd001a378273,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,3.6157,right,1.2159,left,1.2295,3.0,1.6425,0
5d8b66f5d189bd001a378273,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,2.0835,left,0.9959,left,1.6201,3.0,2.4917,1
5d8b66f5d189bd001a378273,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,4.3396,left,0.8134,right,1.3992,1.0,3.706,1
5d8b66f5d189bd001a378273,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,3.6249,left,0.8423,left,1.2265,4.0,1.6631,0
5d8b66f5d189bd001a378273,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,1.8422,left,1.2512,left,1.4427,4.0,4.3175,1
5d8b66f5d189bd001a378273,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,3.7913,right,1.2061,right,0.8634,1.0,3.0018,1
5d8b66f5d189bd001a378273,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,1.6728,right,0.9953,left,1.2442,2.0,1.6426,1
5d8b66f5d189bd001a378273,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,4.9594,right,1.2189,right,1.7244,1.0,2.6878,1
5d8b66f5d189bd001a378273,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,8.2311,right,1.2027,right,0.8865,1.0,2.6464,1
5d8b66f5d189bd001a378273,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.584,right,1.6805,left,1.4682,6.0,1.9267,1
5d8b66f5d189bd001a378273,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,2.3238,right,1.0572,left,1.6907,5.0,2.1085,1
5d8b66f5d189bd001a378273,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,2.0167,right,2.0515,right,0.8229,1.0,2.2926,1
5d8b66f5d189bd001a378273,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,3.5991,left,1.2303,left,1.4782,2.0,3.4872,0
5d8b66f5d189bd001a378273,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,6.9143,left,1.6791,left,1.463,4.0,1.2597,0
5d8b66f5d189bd001a378273,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.9131,left,0.8657,left,1.7097,1.0,3.8698,0
5d8b66f5d189bd001a378273,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,2.2148,left,1.0193,right,1.0739,1.0,2.8338,1
5d8b66f5d189bd001a378273,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.6718,left,1.2428,right,1.2822,1.0,2.7216,1
5d8b66f5d189bd001a378273,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,3.6,right,1.894,left,1.0665,4.0,1.4988,1
5d8b66f5d189bd001a378273,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,1.9375,left,1.4649,left,1.2678,3.0,1.451,1
5d8b66f5d189bd001a378273,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,5.1206,left,2.8966,right,0.8508,1.0,2.778,1
5d8b66f5d189bd001a378273,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,1.8807,left,1.0424,right,1.2336,1.0,3.3635,1
5d8b66f5d189bd001a378273,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.112,right,1.4397,left,1.1205,4.0,1.5036,1
5d8b66f5d189bd001a378273,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,8.091,left,0.8151,right,0.8389,1.0,2.745,1
5d8b66f5d189bd001a378273,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,5.7278,left,1.2392,right,1.8487,1.0,2.5674,1
5d8b66f5d189bd001a378273,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.9878,left,1.0263,right,1.5332,1.0,2.1377,1
5d8b66f5d189bd001a378273,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,3.6302,left,1.6061,left,1.2595,4.0,1.3037,1
5d8b66f5d189bd001a378273,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,2.9298,left,1.4637,left,1.2501,2.0,1.5225,1
5d8b66f5d189bd001a378273,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,4.7733,left,1.0534,right,1.3226,1.0,2.1057,1
5d8b66f5d189bd001a378273,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,2.9005,left,1.0166,right,0.8371,1.0,2.095,1
5d8b66f5d189bd001a378273,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,1.9105,left,1.0765,right,1.0458,1.0,2.3614,1
5d8b66f5d189bd001a378273,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,3.9968,right,0.8322,left,0.8395,3.0,1.9442,0
5d8b66f5d189bd001a378273,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,4.1796,right,1.0562,left,2.1544,2.0,2.0643,1
5d8b66f5d189bd001a378273,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,2.6965,right,1.0376,right,1.285,1.0,2.8853,1
5d8b66f5d189bd001a378273,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,2.9155,left,1.3925,right,1.4885,1.0,2.5889,1
5d8b66f5d189bd001a378273,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,2.486,left,1.713,right,1.0502,1.0,2.7942,1
5d8b66f5d189bd001a378273,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,2.6515,right,1.244,left,1.0452,3.0,1.498,1
5d8b66f5d189bd001a378273,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,2.9335,left,0.8173,right,1.2782,1.0,2.1464,1
5d8b66f5d189bd001a378273,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,3.2375,right,1.0869,right,1.1576,1.0,2.4336,1
5d8b66f5d189bd001a378273,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,3.3885,left,1.9039,left,1.9982,3.0,2.3992,0
5d8b66f5d189bd001a378273,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.2472,right,1.2648,right,1.079,1.0,2.4282,1
5d8b66f5d189bd001a378273,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,3.615,right,1.0377,right,1.0596,1.0,2.3807,1
5d8b66f5d189bd001a378273,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,3.9704,left,2.4741,left,1.0841,4.0,1.9607,1
5d8b66f5d189bd001a378273,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,2.5349,left,1.0492,left,1.2684,3.0,1.4611,1
5d8b66f5d189bd001a378273,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,2.5042,left,1.3416,right,1.7249,1.0,2.3514,1
5d8b66f5d189bd001a378273,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,2.8635,right,0.8381,left,1.0912,3.0,1.2608,1
5d8b66f5d189bd001a378273,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.5281,left,1.9147,left,1.2777,4.0,1.0471,1
5d8b66f5d189bd001a378273,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,3.8798,left,1.2385,right,0.8571,1.0,2.1772,1
5d8b66f5d189bd001a378273,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,3.0006,right,1.2527,right,0.907,1.0,2.1545,1
5d8b66f5d189bd001a378273,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,2.9946,right,0.8233,left,0.8815,2.0,1.7261,1
5d8b66f5d189bd001a378273,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,2.5148,right,1.2056,right,0.8761,1.0,2.319,1
5d8b66f5d189bd001a378273,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.1075,right,1.052,right,1.0667,1.0,1.7028,1
5d8b66f5d189bd001a378273,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,2.9736,left,0.8649,left,0.8792,4.0,0.8909,1
5d8b66f5d189bd001a378273,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,4.7134,left,2.1384,right,0.8613,1.0,2.2358,0
5d8b66f5d189bd001a378273,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,1.9754,right,0.8374,right,0.8674,1.0,2.0041,1
5d8b66f5d189bd001a378273,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,2.6898,right,1.0248,right,0.8427,1.0,1.5014,1
5d8b66f5d189bd001a378273,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,4.825,right,1.0286,right,1.0699,1.0,1.5516,1
5d8b66f5d189bd001a378273,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,3.2078,right,1.0684,right,1.0641,1.0,1.352,1
5d8b66f5d189bd001a378273,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.3622,left,0.8356,left,5.0596,2.0,1.7242,1
5d8b66f5d189bd001a378273,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,3.2167,left,0.6352,right,1.7273,1.0,4.6348,1
5d8b66f5d189bd001a378273,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,11.3246,left,1.0988,right,1.5442,1.0,1.4906,1
5d8b66f5d189bd001a378273,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,3.0528,left,2.3984,right,0.8698,1.0,1.5582,1
66ef36768bc403140fa01e35,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,4.8697,right,1.8849,left,3.3482,3.0,1.7189,1
66ef36768bc403140fa01e35,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,7.6046,right,3.3532,left,2.1501,5.0,1.4809,1
66ef36768bc403140fa01e35,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,8.814,left,1.7987,left,3.3737,1.0,2.7705,0
66ef36768bc403140fa01e35,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,3.7508,left,2.6856,left,1.746,3.0,2.8493,1
66ef36768bc403140fa01e35,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,6.0038,right,1.2346,right,2.6767,1.0,3.4989,1
66ef36768bc403140fa01e35,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,6.1436,right,2.5794,right,1.7642,1.0,1.9427,1
66ef36768bc403140fa01e35,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,5.0565,right,2.2937,right,1.4332,1.0,1.4084,1
66ef36768bc403140fa01e35,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,5.143,right,1.3696,left,1.7941,4.0,1.7054,1
66ef36768bc403140fa01e35,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,4.7322,right,1.2782,left,1.9367,1.0,1.8147,1
66ef36768bc403140fa01e35,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,5.7422,right,1.517,right,2.2849,1.0,1.6275,1
66ef36768bc403140fa01e35,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,6.5859,right,3.8361,left,1.1071,5.0,1.997,1
66ef36768bc403140fa01e35,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,5.0676,left,1.8956,left,1.1203,5.0,1.1457,0
66ef36768bc403140fa01e35,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,7.1917,left,3.6839,right,1.2371,2.0,1.8414,1
66ef36768bc403140fa01e35,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,5.6793,right,1.0114,left,1.995,6.0,2.169,1
66ef36768bc403140fa01e35,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,6.0387,left,4.1715,right,1.7135,1.0,1.7928,1
66ef36768bc403140fa01e35,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,5.5666,left,1.5125,right,1.5978,1.0,1.455,1
66ef36768bc403140fa01e35,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,7.8084,right,1.6982,left,1.4697,4.0,0.783,0
66ef36768bc403140fa01e35,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,5.2316,right,2.1341,left,2.7016,3.0,4.3357,0
66ef36768bc403140fa01e35,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,7.5076,left,1.9338,right,2.247,1.0,1.2936,1
66ef36768bc403140fa01e35,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,4.4717,left,1.2651,left,1.2456,6.0,1.3959,1
66ef36768bc403140fa01e35,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,8.5031,left,1.3944,left,1.304,2.0,1.3923,1
66ef36768bc403140fa01e35,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,5.3215,left,0.9915,left,1.5656,5.0,0.9673,0
66ef36768bc403140fa01e35,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,6.2235,right,3.6659,right,2.8697,1.0,2.2378,1
66ef36768bc403140fa01e35,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,6.9918,right,1.2482,right,1.6694,1.0,1.4207,1
66ef36768bc403140fa01e35,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,5.3751,right,1.1889,left,1.7637,3.0,1.3092,0
66ef36768bc403140fa01e35,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,3.5206,right,1.0355,left,2.371,2.0,1.1519,0
66ef36768bc403140fa01e35,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,5.1626,right,1.4204,left,2.2454,3.0,0.82,0
66ef36768bc403140fa01e35,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,6.4331,right,1.6506,right,2.7499,1.0,1.5329,1
66ef36768bc403140fa01e35,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,11.1805,left,1.3187,right,2.0932,1.0,1.7043,1
66ef36768bc403140fa01e35,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,6.8237,right,2.5221,left,1.4813,4.0,1.1044,1
66ef36768bc403140fa01e35,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,5.0371,left,1.6857,right,1.8877,1.0,1.4862,1
66ef36768bc403140fa01e35,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,4.5792,left,1.674,left,2.1464,5.0,1.9101,1
66ef36768bc403140fa01e35,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,4.5671,right,1.8612,left,1.3357,3.0,1.0656,1
66ef36768bc403140fa01e35,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,5.7517,right,1.3714,left,1.4621,2.0,1.1907,0
66ef36768bc403140fa01e35,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,6.4437,left,1.0207,left,1.31,3.0,0.9085,1
66ef36768bc403140fa01e35,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,3.8105,right,0.6692,right,3.0878,1.0,1.4167,1
66ef36768bc403140fa01e35,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,3.4842,left,1.1064,right,1.5748,1.0,1.3289,1
66ef36768bc403140fa01e35,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,4.1339,right,0.8151,right,2.0279,1.0,1.7393,1
66ef36768bc403140fa01e35,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,4.836,left,1.1162,left,1.5577,4.0,0.917,1
66ef36768bc403140fa01e35,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,4.5442,right,1.1397,left,1.1003,5.0,1.018,1
66ef36768bc403140fa01e35,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,4.3063,left,1.2163,right,1.8131,1.0,1.2074,1
66ef36768bc403140fa01e35,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,5.1477,right,2.1837,right,1.9336,1.0,1.2718,1
66ef36768bc403140fa01e35,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,3.965,left,1.3,left,1.2327,5.0,0.9651,1
66ef36768bc403140fa01e35,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.5003,left,1.3067,left,2.6242,1.0,1.3419,1
66ef36768bc403140fa01e35,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,9.032,right,3.0303,left,1.0201,3.0,1.1655,0
66ef36768bc403140fa01e35,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,5.7467,right,1.2898,right,1.1382,1.0,1.2035,1
66ef36768bc403140fa01e35,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,3.6261,left,1.5009,right,1.8652,1.0,1.4791,1
66ef36768bc403140fa01e35,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,2.9539,left,1.3877,left,1.405,4.0,0.771,1
66ef36768bc403140fa01e35,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,5.0077,left,1.7687,left,1.619,3.0,0.9414,0
66ef36768bc403140fa01e35,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,4.1969,right,1.3858,right,1.9079,2.0,2.9339,1
66ef36768bc403140fa01e35,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.6631,left,1.1485,right,1.1616,1.0,1.6305,1
66ef36768bc403140fa01e35,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,3.3965,right,0.9733,left,1.1589,5.0,0.8617,1
66ef36768bc403140fa01e35,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,3.7687,left,0.8722,left,1.043,5.0,0.8159,1
66ef36768bc403140fa01e35,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,4.8173,left,1.1564,right,1.2538,1.0,1.1757,1
66ef36768bc403140fa01e35,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,3.4851,left,1.0023,right,1.8938,1.0,1.2499,1
66ef36768bc403140fa01e35,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,4.165,right,2.5853,right,2.3482,2.0,1.9297,1
66ef36768bc403140fa01e35,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,3.0359,left,1.4365,right,1.0313,1.0,1.2974,1
66ef36768bc403140fa01e35,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,6.9995,right,1.0937,right,1.8236,1.0,1.201,1
66ef36768bc403140fa01e35,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,4.5082,left,0.8153,right,2.2508,1.0,1.4828,1
66ef36768bc403140fa01e35,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,7.2076,left,2.0891,right,1.0116,1.0,1.1636,1
